,checkin_type,state,delay_at_checkout_in_minutes,time_delta_with_previous_rental_in_minutes,plage_interval
15470,mobile,canceled,,,>9h
15471,mobile,canceled,,,>9h
15472,mobile,ended,-40.0,60.0,retour en avance
15473,mobile,ended,29.0,,16m-30m
15474,mobile,ended,-46.0,,retour en avance
15475,mobile,ended,-113.0,,retour en avance
15476,mobile,ended,76.0,,1h-2h
15477,mobile,ended,3.0,,1m-15m
15478,mobile,ended,-2.0,,retour en avance
15479,mobile,ended,317.0,,5h-6h
15480,mobile,canceled,,,>9h
15481,mobile,ended,-16.0,,retour en avance
15482,connect,ended,102.0,30.0,1h-2h
15483,mobile,ended,-16.0,,retour en avance
15484,connect,canceled,,,>9h
15485,mobile,ended,13463.0,,>9h
15486,mobile,ended,14.0,,1m-15m
15487,mobile,ended,,,>9h
15488,mobile,ended,-69.0,,retour en avance
15489,mobile,ended,38.0,,31m-45m
15490,mobile,ended,273.0,,4h-5h
15491,mobile,canceled,,,>9h
15492,connect,ended,-777.0,,retour en avance
15493,mobile,ended,367.0,,6h-7h
15494,mobile,ended,13.0,,1m-15m
15495,mobile,ended,-9.0,,retour en avance
15496,mobile,ended,-669.0,,retour en avance
15497,mobile,canceled,,,>9h
15498,mobile,ended,116.0,,1h-2h
15499,connect,canceled,,,>9h
15500,connect,canceled,,,>9h
15501,mobile,ended,386.0,,6h-7h
15502,mobile,ended,,,>9h
15503,mobile,ended,-148.0,,retour en avance
15504,connect,ended,,,>9h
15505,mobile,ended,69.0,,1h-2h
15506,mobile,ended,-79.0,,retour en avance
15507,mobile,ended,15.0,,1m-15m
15508,mobile,canceled,,,>9h
15509,mobile,ended,-41.0,,retour en avance
15510,connect,ended,-1539.0,,retour en avance
15511,mobile,ended,-63.0,,retour en avance
15512,mobile,ended,9.0,,1m-15m
15513,mobile,ended,,,>9h
15514,mobile,ended,,,>9h
15515,mobile,canceled,,,>9h
15516,mobile,ended,4.0,,1m-15m
15517,mobile,ended,0.0,,0
15518,mobile,ended,195.0,,3h-4h
15519,mobile,ended,203.0,,3h-4h
15520,connect,ended,-18.0,,retour en avance
15521,mobile,ended,-6.0,,retour en avance
15522,mobile,ended,191.0,,3h-4h
15523,mobile,ended,73.0,,1h-2h
15524,connect,ended,-228.0,,retour en avance
15525,mobile,ended,79.0,,1h-2h
15526,mobile,ended,3.0,660.0,1m-15m
15527,mobile,ended,-15.0,,retour en avance
15528,mobile,ended,14.0,,1m-15m
15529,mobile,ended,-216.0,,retour en avance
15530,mobile,ended,36.0,,31m-45m
15531,mobile,ended,144.0,,2h-3h
15532,mobile,ended,5.0,,1m-15m
15533,mobile,ended,45.0,,31m-45m
15534,connect,ended,6.0,,1m-15m
15535,mobile,canceled,,,>9h
15536,mobile,ended,12.0,,1m-15m
15537,mobile,canceled,,,>9h
15538,connect,ended,-120.0,210.0,retour en avance
15539,mobile,ended,4.0,,1m-15m
15540,mobile,ended,4260.0,,>9h
15541,mobile,ended,12.0,,1m-15m
15542,mobile,canceled,,,>9h
15543,mobile,ended,18.0,,16m-30m
15544,mobile,canceled,,,>9h
15545,connect,ended,-50.0,,retour en avance
15546,mobile,ended,-54.0,,retour en avance
15547,mobile,ended,-7.0,,retour en avance
15548,mobile,ended,68.0,,1h-2h
15549,mobile,ended,,,>9h
15550,mobile,ended,73.0,,1h-2h
15551,mobile,ended,196.0,,3h-4h
15552,mobile,ended,5901.0,,>9h
15553,mobile,ended,3.0,,1m-15m
15554,mobile,ended,-835.0,,retour en avance
15555,mobile,ended,21.0,,16m-30m
15556,mobile,ended,11.0,510.0,1m-15m
15557,connect,ended,-86.0,330.0,retour en avance
15558,mobile,ended,1263.0,,>9h
15559,mobile,ended,47.0,,46m-60m
15560,mobile,ended,163.0,,2h-3h
15561,connect,ended,44.0,,31m-45m
15562,mobile,ended,23.0,,16m-30m
15563,mobile,ended,-464.0,720.0,retour en avance
15564,mobile,ended,577.0,,>9h
15565,connect,ended,-120.0,,retour en avance
15566,mobile,ended,-237.0,,retour en avance
15567,mobile,ended,39.0,,31m-45m
15568,mobile,ended,2.0,,1m-15m
15569,mobile,ended,4.0,,1m-15m
15570,connect,ended,-130.0,,retour en avance
15571,mobile,ended,410.0,,6h-7h
15572,mobile,ended,55.0,,46m-60m
15573,mobile,ended,463.0,,7h-8h
15574,mobile,canceled,,,>9h
15575,mobile,ended,70.0,,1h-2h
15576,mobile,ended,9.0,,1m-15m
15577,mobile,canceled,,,>9h
15578,mobile,ended,53.0,,46m-60m
15579,mobile,ended,10.0,,1m-15m
15580,mobile,ended,20.0,,16m-30m
15581,connect,ended,-767.0,,retour en avance
15582,mobile,canceled,,,>9h
15583,connect,ended,158.0,,2h-3h
15584,mobile,ended,36.0,,31m-45m
15585,mobile,ended,-43.0,270.0,retour en avance
15586,mobile,ended,38.0,,31m-45m
15587,connect,ended,-147.0,150.0,retour en avance
15588,mobile,ended,2313.0,,>9h
15589,mobile,ended,-407.0,,retour en avance
15590,mobile,ended,-66.0,,retour en avance
15591,mobile,ended,26.0,,16m-30m
15592,connect,ended,67.0,,1h-2h
15593,connect,ended,-4.0,,retour en avance
15594,mobile,ended,-17.0,,retour en avance
15595,mobile,ended,15.0,,1m-15m
15596,connect,ended,41.0,,31m-45m
15597,mobile,canceled,,,>9h
15598,mobile,ended,58.0,,46m-60m
15599,connect,canceled,,120.0,>9h
15600,mobile,canceled,,,>9h
15601,connect,ended,-144.0,,retour en avance
15602,connect,ended,-131.0,,retour en avance
15603,mobile,ended,683.0,,>9h
15604,mobile,ended,-50.0,,retour en avance
15605,mobile,canceled,,,>9h
15606,mobile,ended,82.0,,1h-2h
15607,mobile,ended,-222.0,,retour en avance
15608,mobile,ended,114.0,,1h-2h
15609,mobile,ended,135.0,,2h-3h
15610,mobile,ended,29.0,,16m-30m
15611,mobile,canceled,,,>9h
15612,mobile,ended,-44.0,,retour en avance
15613,mobile,ended,16.0,,16m-30m
15614,connect,ended,-17.0,,retour en avance
15615,connect,ended,61.0,,1h-2h
15616,connect,ended,,,>9h
15617,mobile,ended,-49.0,,retour en avance
15618,mobile,ended,182.0,,3h-4h
15619,connect,ended,-25.0,,retour en avance
15620,mobile,ended,43.0,,31m-45m
15621,mobile,ended,-84.0,,retour en avance
15622,mobile,ended,140.0,,2h-3h
15623,mobile,ended,27.0,,16m-30m
15624,mobile,ended,-10.0,,retour en avance
15625,mobile,canceled,,,>9h
15626,mobile,ended,49.0,,46m-60m
15627,connect,ended,7.0,30.0,1m-15m
15628,connect,ended,156.0,480.0,2h-3h
15629,connect,ended,-15.0,,retour en avance
15630,mobile,ended,-101.0,,retour en avance
15631,mobile,ended,154.0,,2h-3h
15632,mobile,canceled,,,>9h
15633,mobile,canceled,,,>9h
15634,mobile,ended,90.0,,1h-2h
15635,mobile,canceled,,,>9h
15636,mobile,canceled,,,>9h
15637,connect,ended,267.0,,4h-5h
15638,mobile,ended,104.0,,1h-2h
15639,mobile,ended,88.0,,1h-2h
15640,mobile,canceled,,,>9h
15641,mobile,canceled,,,>9h
15642,mobile,ended,,,>9h
15643,mobile,ended,66.0,,1h-2h
15644,connect,ended,-6.0,,retour en avance
15645,mobile,ended,93.0,,1h-2h
15646,mobile,ended,-57.0,,retour en avance
15647,mobile,ended,31.0,30.0,31m-45m
15648,mobile,ended,79.0,,1h-2h
15649,mobile,ended,-383.0,,retour en avance
15650,connect,ended,-8.0,,retour en avance
15651,connect,ended,-7.0,,retour en avance
15652,mobile,ended,291.0,,4h-5h
15653,connect,ended,-14.0,,retour en avance
15654,mobile,ended,9.0,,1m-15m
15655,mobile,ended,,,>9h
15656,mobile,canceled,,,>9h
15657,mobile,ended,111.0,,1h-2h
15658,mobile,ended,18.0,,16m-30m
15659,mobile,ended,-11.0,,retour en avance
15660,connect,ended,16.0,570.0,16m-30m
15661,mobile,ended,278.0,,4h-5h
15662,mobile,ended,40.0,,31m-45m
15663,mobile,ended,2.0,,1m-15m
15664,mobile,canceled,,,>9h
15665,mobile,ended,373.0,,6h-7h
15666,mobile,ended,-173.0,,retour en avance
15667,mobile,ended,13.0,,1m-15m
15668,mobile,ended,3.0,210.0,1m-15m
15669,mobile,ended,-102.0,,retour en avance
15670,mobile,ended,40.0,,31m-45m
15671,mobile,ended,47.0,180.0,46m-60m
15672,mobile,ended,58.0,,46m-60m
15673,mobile,ended,-46.0,120.0,retour en avance
15674,mobile,ended,,,>9h
15675,connect,ended,-79.0,,retour en avance
15676,mobile,ended,130.0,0.0,2h-3h
15677,mobile,canceled,,,>9h
15678,connect,ended,-112.0,720.0,retour en avance
15679,mobile,ended,-20.0,,retour en avance
15680,mobile,ended,-1.0,,retour en avance
15681,mobile,ended,75.0,,1h-2h
15682,mobile,ended,10.0,,1m-15m
15683,mobile,canceled,,,>9h
15684,mobile,ended,134.0,,2h-3h
15685,mobile,ended,-12.0,,retour en avance
15686,mobile,ended,-100.0,,retour en avance
15687,connect,ended,-13.0,,retour en avance
15688,mobile,ended,-287.0,,retour en avance
15689,mobile,ended,205.0,,3h-4h
15690,mobile,ended,8.0,,1m-15m
15691,mobile,ended,17.0,,16m-30m
15692,mobile,ended,314.0,,5h-6h
15693,mobile,canceled,,,>9h
15694,mobile,ended,3971.0,,>9h
15695,mobile,ended,28.0,,16m-30m
15696,mobile,ended,16.0,,16m-30m
15697,mobile,ended,,,>9h
15698,mobile,ended,-38.0,,retour en avance
15699,mobile,ended,-506.0,,retour en avance
15700,connect,canceled,,600.0,>9h
15701,mobile,ended,,,>9h
15702,connect,ended,141.0,,2h-3h
15703,mobile,ended,19.0,,16m-30m
15704,mobile,canceled,,,>9h
15705,mobile,ended,-176.0,,retour en avance
15706,mobile,ended,24.0,600.0,16m-30m
15707,connect,ended,-312.0,390.0,retour en avance
15708,connect,ended,88.0,,1h-2h
15709,connect,ended,18.0,,16m-30m
15710,connect,ended,-56.0,,retour en avance
15711,mobile,canceled,,,>9h
15712,connect,ended,-130.0,0.0,retour en avance
15713,mobile,ended,42.0,,31m-45m
15714,mobile,ended,,,>9h
15715,mobile,ended,19.0,,16m-30m
15716,mobile,ended,14.0,120.0,1m-15m
15717,mobile,ended,,690.0,>9h
15718,mobile,ended,,,>9h
15719,mobile,canceled,,,>9h
15720,connect,ended,10.0,,1m-15m
15721,mobile,ended,19.0,,16m-30m
15722,mobile,ended,56.0,0.0,46m-60m
15723,mobile,canceled,,,>9h
15724,connect,ended,-133.0,30.0,retour en avance
15725,connect,canceled,,,>9h
15726,mobile,ended,-25.0,,retour en avance
15727,mobile,ended,31.0,,31m-45m
15728,mobile,canceled,,,>9h
15729,mobile,ended,19.0,,16m-30m
15730,mobile,canceled,,,>9h
15731,mobile,canceled,,,>9h
15732,connect,ended,,,>9h
15733,mobile,ended,,,>9h
15734,connect,ended,-12.0,,retour en avance
15735,mobile,ended,183.0,,3h-4h
15736,mobile,ended,12.0,,1m-15m
15737,mobile,ended,158.0,,2h-3h
15738,mobile,ended,,,>9h
15739,mobile,ended,-168.0,,retour en avance
15740,mobile,ended,102.0,,1h-2h
15741,connect,ended,-7.0,,retour en avance
15742,mobile,ended,-4.0,,retour en avance
15743,connect,ended,21.0,,16m-30m
15744,connect,ended,9.0,,1m-15m
15745,mobile,ended,342.0,,5h-6h
15746,mobile,ended,-54.0,,retour en avance
15747,mobile,ended,21.0,,16m-30m
15748,mobile,ended,94.0,,1h-2h
15749,mobile,ended,6.0,,1m-15m
15750,mobile,ended,5.0,,1m-15m
15751,mobile,canceled,,,>9h
15752,mobile,ended,,,>9h
15753,mobile,ended,9.0,720.0,1m-15m
15754,mobile,ended,-799.0,,retour en avance
15755,mobile,canceled,,,>9h
15756,mobile,ended,20.0,,16m-30m
15757,mobile,ended,204.0,,3h-4h
15758,mobile,ended,-225.0,,retour en avance
15759,mobile,ended,21.0,,16m-30m
15760,connect,ended,43.0,,31m-45m
15761,mobile,ended,3.0,,1m-15m
15762,connect,ended,-20.0,,retour en avance
15763,mobile,ended,,,>9h
15764,mobile,ended,65.0,,1h-2h
15765,mobile,ended,,,>9h
15766,mobile,ended,86.0,,1h-2h
15767,mobile,ended,1.0,,1m-15m
15768,connect,ended,0.0,,0
15769,mobile,canceled,,,>9h
15770,mobile,ended,-61.0,,retour en avance
15771,mobile,ended,-24.0,,retour en avance
15772,mobile,ended,238.0,,3h-4h
15773,mobile,ended,-267.0,,retour en avance
15774,mobile,canceled,,,>9h
15775,mobile,ended,,,>9h
15776,mobile,ended,-7.0,,retour en avance
15777,mobile,ended,-36.0,,retour en avance
15778,mobile,ended,6.0,,1m-15m
15779,connect,ended,80.0,60.0,1h-2h
15780,mobile,canceled,,,>9h
15781,mobile,ended,17.0,,16m-30m
15782,mobile,ended,143.0,,2h-3h
15783,mobile,ended,123.0,,2h-3h
15784,mobile,ended,,,>9h
15785,mobile,ended,31.0,,31m-45m
15786,mobile,ended,-44.0,,retour en avance
15787,mobile,canceled,,,>9h
15788,mobile,ended,-12.0,,retour en avance
15789,connect,ended,-52.0,,retour en avance
15790,mobile,ended,258.0,,4h-5h
15791,mobile,ended,164.0,120.0,2h-3h
15792,mobile,ended,-3.0,,retour en avance
15793,mobile,ended,41.0,,31m-45m
15794,mobile,ended,4.0,,1m-15m
15795,mobile,ended,63.0,,1h-2h
15796,mobile,ended,,,>9h
15797,mobile,ended,133.0,,2h-3h
15798,mobile,ended,3.0,,1m-15m
15799,mobile,ended,-128.0,,retour en avance
15800,mobile,ended,10.0,,1m-15m
15801,connect,ended,-2.0,,retour en avance
15802,mobile,ended,,,>9h
15803,mobile,ended,75.0,,1h-2h
15804,connect,ended,-197.0,,retour en avance
15805,connect,ended,-6.0,150.0,retour en avance
15806,mobile,ended,20.0,,16m-30m
15807,mobile,ended,3.0,,1m-15m
15808,mobile,ended,-144.0,,retour en avance
15809,mobile,ended,-125.0,,retour en avance
15810,mobile,ended,23.0,,16m-30m
15811,connect,canceled,,,>9h
15812,connect,ended,-170.0,,retour en avance
15813,mobile,ended,-147.0,,retour en avance
15814,mobile,canceled,,,>9h
15815,mobile,ended,-142.0,,retour en avance
15816,mobile,ended,,,>9h
15817,mobile,ended,80.0,,1h-2h
15818,mobile,ended,39.0,,31m-45m
15819,connect,ended,-22.0,,retour en avance
15820,mobile,ended,34.0,,31m-45m
15821,mobile,ended,38.0,,31m-45m
15822,mobile,ended,-15.0,,retour en avance
15823,mobile,canceled,,,>9h
15824,mobile,ended,-144.0,,retour en avance
15825,mobile,ended,-118.0,,retour en avance
15826,mobile,ended,1009.0,,>9h
15827,mobile,ended,-660.0,,retour en avance
15828,mobile,ended,29.0,,16m-30m
15829,mobile,canceled,,,>9h
15830,connect,ended,320.0,,5h-6h
15831,mobile,ended,-8.0,,retour en avance
15832,mobile,ended,140.0,,2h-3h
15833,mobile,ended,108.0,,1h-2h
15834,mobile,ended,-105.0,,retour en avance
15835,mobile,ended,-848.0,,retour en avance
15836,connect,ended,-60.0,,retour en avance
15837,connect,ended,77.0,,1h-2h
15838,mobile,ended,125.0,,2h-3h
15839,mobile,ended,50.0,,46m-60m
15840,mobile,ended,-71.0,,retour en avance
15841,mobile,canceled,,,>9h
15842,mobile,ended,126.0,,2h-3h
15843,mobile,ended,12.0,570.0,1m-15m
15844,mobile,ended,4.0,,1m-15m
15845,mobile,ended,-86.0,,retour en avance
15846,mobile,ended,27.0,,16m-30m
15847,mobile,ended,229.0,,3h-4h
15848,mobile,canceled,,,>9h
15849,mobile,ended,-11.0,60.0,retour en avance
15850,mobile,canceled,,,>9h
15851,mobile,canceled,,,>9h
15852,mobile,ended,0.0,,0
15853,mobile,ended,-7.0,,retour en avance
15854,mobile,ended,224.0,,3h-4h
15855,mobile,ended,-51.0,,retour en avance
15856,mobile,canceled,,,>9h
15857,connect,ended,7.0,,1m-15m
15858,mobile,ended,-1.0,,retour en avance
15859,mobile,ended,-84.0,,retour en avance
15860,mobile,ended,243.0,,4h-5h
15861,mobile,ended,12.0,,1m-15m
15862,connect,canceled,,60.0,>9h
15863,mobile,ended,-108.0,,retour en avance
15864,mobile,canceled,,,>9h
15865,mobile,canceled,,,>9h
15866,connect,ended,32.0,,31m-45m
15867,mobile,ended,-2.0,,retour en avance
15868,mobile,ended,,,>9h
15869,mobile,ended,0.0,,0
15870,mobile,ended,-81.0,,retour en avance
15871,mobile,ended,-22.0,,retour en avance
15872,mobile,ended,101.0,,1h-2h
15873,mobile,canceled,,,>9h
15874,mobile,ended,-20.0,,retour en avance
15875,mobile,ended,76.0,,1h-2h
15876,connect,ended,-197.0,150.0,retour en avance
15877,mobile,ended,-9.0,,retour en avance
15878,mobile,ended,20.0,,16m-30m
15879,mobile,ended,92.0,,1h-2h
15880,mobile,ended,17.0,,16m-30m
15881,connect,canceled,,,>9h
15882,mobile,ended,7.0,,1m-15m
15883,mobile,ended,104.0,,1h-2h
15884,mobile,ended,31.0,,31m-45m
15885,mobile,canceled,,,>9h
15886,mobile,ended,-29.0,,retour en avance
15887,connect,ended,-153.0,210.0,retour en avance
15888,mobile,ended,39.0,,31m-45m
15889,mobile,canceled,,,>9h
15890,mobile,ended,290.0,,4h-5h
15891,mobile,ended,42.0,,31m-45m
15892,connect,ended,-150.0,,retour en avance
15893,mobile,ended,280.0,,4h-5h
15894,mobile,ended,-14.0,,retour en avance
15895,connect,canceled,,,>9h
15896,mobile,canceled,,,>9h
15897,connect,ended,16.0,,16m-30m
15898,mobile,canceled,,,>9h
15899,mobile,ended,30.0,,16m-30m
15900,mobile,ended,1122.0,,>9h
15901,connect,ended,-12.0,720.0,retour en avance
15902,mobile,ended,,,>9h
15903,mobile,canceled,,,>9h
15904,mobile,ended,22.0,,16m-30m
15905,mobile,ended,34.0,,31m-45m
15906,mobile,ended,5.0,,1m-15m
15907,connect,ended,-15.0,,retour en avance
15908,mobile,ended,874.0,,>9h
15909,mobile,canceled,,,>9h
15910,mobile,ended,26.0,,16m-30m
15911,mobile,ended,4274.0,,>9h
15912,connect,ended,38.0,,31m-45m
15913,mobile,ended,-45.0,0.0,retour en avance
15914,connect,canceled,,660.0,>9h
15915,connect,ended,42.0,,31m-45m
15916,mobile,ended,-7.0,240.0,retour en avance
15917,mobile,ended,,480.0,>9h
15918,mobile,ended,40.0,,31m-45m
15919,connect,ended,-5.0,,retour en avance
15920,mobile,ended,0.0,,0
15921,connect,ended,6.0,,1m-15m
15922,mobile,canceled,,,>9h
15923,mobile,ended,28.0,,16m-30m
15924,mobile,ended,140.0,,2h-3h
15925,connect,ended,-272.0,,retour en avance
15926,mobile,ended,-29.0,,retour en avance
15927,mobile,ended,23.0,,16m-30m
15928,mobile,ended,-3.0,,retour en avance
15929,mobile,ended,0.0,,0
15930,mobile,ended,21.0,,16m-30m
15931,connect,canceled,,,>9h
15932,connect,canceled,,0.0,>9h
15933,connect,ended,-36.0,570.0,retour en avance
15934,connect,canceled,,570.0,>9h
15935,mobile,ended,,,>9h
15936,mobile,ended,-546.0,,retour en avance
15937,connect,ended,17.0,,16m-30m
15938,connect,canceled,,270.0,>9h
15939,connect,canceled,,,>9h
15940,mobile,ended,7.0,690.0,1m-15m
15941,mobile,ended,,,>9h
15942,mobile,canceled,,,>9h
15943,connect,ended,-6.0,,retour en avance
15944,mobile,canceled,,,>9h
15945,mobile,ended,43.0,,31m-45m
15946,mobile,ended,-341.0,,retour en avance
15947,mobile,ended,164.0,,2h-3h
15948,mobile,ended,-13.0,,retour en avance
15949,mobile,ended,566.0,,>9h
15950,mobile,ended,-164.0,,retour en avance
15951,connect,ended,30.0,,16m-30m
15952,mobile,ended,,,>9h
15953,mobile,ended,834.0,,>9h
15954,mobile,ended,-24.0,,retour en avance
15955,mobile,canceled,,,>9h
15956,mobile,ended,1.0,,1m-15m
15957,mobile,ended,18.0,,16m-30m
15958,mobile,ended,77.0,,1h-2h
15959,connect,ended,2.0,540.0,1m-15m
15960,mobile,ended,-1.0,,retour en avance
15961,connect,canceled,,,>9h
15962,connect,ended,-82.0,,retour en avance
15963,mobile,ended,8.0,,1m-15m
15964,connect,ended,-95.0,,retour en avance
15965,mobile,ended,310.0,,5h-6h
15966,mobile,canceled,,,>9h
15967,mobile,ended,97.0,,1h-2h
15968,connect,ended,25.0,,16m-30m
15969,mobile,ended,7.0,,1m-15m
15970,connect,ended,32.0,,31m-45m
15971,connect,ended,-6.0,,retour en avance
15972,mobile,ended,67.0,,1h-2h
15973,mobile,ended,-1272.0,,retour en avance
15974,mobile,ended,4.0,,1m-15m
15975,connect,ended,3.0,90.0,1m-15m
15976,mobile,ended,,,>9h
15977,connect,ended,-518.0,,retour en avance
15978,mobile,ended,-10.0,,retour en avance
15979,mobile,ended,123.0,,2h-3h
15980,mobile,ended,107.0,,1h-2h
15981,mobile,canceled,,,>9h
15982,mobile,ended,23.0,,16m-30m
15983,mobile,ended,-42.0,480.0,retour en avance
15984,mobile,ended,335.0,,5h-6h
15985,mobile,ended,-46.0,120.0,retour en avance
15986,mobile,ended,,,>9h
15987,mobile,ended,111.0,,1h-2h
15988,connect,ended,7.0,120.0,1m-15m
15989,mobile,canceled,,510.0,>9h
15990,mobile,ended,,,>9h
15991,connect,ended,-177.0,,retour en avance
15992,mobile,ended,8.0,,1m-15m
15993,mobile,ended,55.0,,46m-60m
15994,connect,ended,53.0,,46m-60m
15995,mobile,canceled,,,>9h
15996,mobile,ended,-9.0,,retour en avance
15997,connect,ended,-959.0,,retour en avance
15998,connect,ended,-130.0,,retour en avance
15999,mobile,ended,174.0,,2h-3h
16000,mobile,ended,37.0,,31m-45m
16001,mobile,ended,-18.0,,retour en avance
16002,mobile,ended,101.0,,1h-2h
16003,connect,ended,-152.0,540.0,retour en avance
16004,connect,ended,-386.0,,retour en avance
16005,mobile,ended,44.0,,31m-45m
16006,mobile,ended,3.0,,1m-15m
16007,mobile,ended,68.0,,1h-2h
16008,mobile,ended,326.0,,5h-6h
16009,mobile,ended,45.0,,31m-45m
16010,connect,ended,160.0,,2h-3h
16011,connect,ended,50.0,180.0,46m-60m
16012,mobile,ended,807.0,,>9h
16013,connect,ended,14.0,,1m-15m
16014,connect,ended,1.0,,1m-15m
16015,mobile,ended,32.0,,31m-45m
16016,mobile,ended,-20.0,60.0,retour en avance
16017,mobile,canceled,,,>9h
16018,mobile,ended,2375.0,,>9h
16019,connect,ended,-18.0,,retour en avance
16020,mobile,ended,-100.0,,retour en avance
16021,mobile,ended,0.0,,0
16022,mobile,ended,44.0,,31m-45m
16023,mobile,ended,22.0,,16m-30m
16024,connect,ended,-10.0,,retour en avance
16025,connect,ended,76.0,,1h-2h
16026,mobile,ended,-6.0,630.0,retour en avance
16027,mobile,ended,284.0,,4h-5h
16028,mobile,ended,45.0,,31m-45m
16029,mobile,ended,103.0,30.0,1h-2h
16030,connect,canceled,,,>9h
16031,mobile,ended,36.0,,31m-45m
16032,connect,ended,40.0,,31m-45m
16033,mobile,canceled,,,>9h
16034,mobile,ended,8.0,,1m-15m
16035,mobile,ended,2.0,,1m-15m
16036,mobile,canceled,,,>9h
16037,mobile,ended,256.0,,4h-5h
16038,mobile,ended,-323.0,,retour en avance
16039,mobile,ended,-110.0,,retour en avance
